sp_id	sp_hh_id	age	sex	work_id
1279	559	6	F	6
1280	3008	5	F	13
1281	2139	6	M	9
1282	2038	4	F	12
1283	3125	6	F	18
1284	1754	5	M	8
1285	860	3	F	18
1286	1613	4	M	2
1287	3276	3	F	8
1288	556	5	M	10
1289	156	5	F	9
1290	2050	5	F	18
1291	1381	3	F	8
1292	825	3	F	19
1293	1593	3	F	3
1294	2850	3	F	9
1295	3031	5	F	13
1296	1082	5	F	9
1297	3326	4	M	20
1298	1204	4	F	12
1299	493	3	F	13
1300	669	6	F	8
1301	3107	14	F	15
1302	75	9	F	13
1303	2992	13	M	13
1304	371	9	M	17
1305	587	12	F	15
1306	329	12	F	19
1307	590	9	F	3
1308	1791	13	F	14
1309	777	9	M	10
1310	2023	14	F	17
1311	2352	8	M	8
1312	579	14	F	18
1313	221	10	M	12
1314	3027	13	M	17
1315	1188	13	M	11
1316	1504	11	F	9
1317	2423	7	F	15
1318	3292	10	F	9
1319	1708	12	F	12
1320	3326	13	F	11
1321	1746	9	M	17
1322	188	10	M	6
1323	1215	11	M	8
1324	3287	12	F	10
1325	1110	7	M	15
1326	2522	7	F	4
1327	844	11	M	18
1328	531	11	F	11
1329	1071	9	M	9
1330	3137	13	F	9
1331	963	7	M	8
1332	2523	12	M	3
1333	1170	10	M	18
1334	2994	12	F	14
1335	1406	8	M	3
1336	3138	8	M	17
1337	517	11	M	4
1338	3165	9	F	18
1339	1889	8	M	15
1340	2474	7	F	19
1341	1492	12	M	6
1342	1118	12	M	15
1343	133	11	F	7
1344	314	13	F	12
1345	591	13	M	16
1346	3284	10	F	9
1347	1544	11	F	20
1348	3057	14	F	5
1349	2207	10	M	11
1350	2709	14	M	2
1351	1886	13	M	16
1352	1627	11	F	4
1353	748	14	F	5
1354	1498	11	F	7
1355	801	11	F	6
1356	2458	13	M	10
1357	1498	10	F	14
1358	1380	10	M	8
1359	680	11	F	14
1360	3265	8	M	14
1361	2162	9	M	20
1362	897	13	F	3
1363	1547	9	F	1
1364	3127	9	F	9
1365	1794	10	M	9
1366	2113	10	F	2
1367	684	8	M	16
1368	1296	9	F	8
1369	1686	9	M	6
1370	1386	11	F	13
1371	2194	10	M	1
1372	943	9	M	19
1373	3281	12	M	15
1374	1310	8	F	1
1375	1034	14	M	10
1376	2787	12	F	1
1377	2234	12	M	12
1378	1621	14	F	11
1379	3206	13	F	17
1380	2883	13	M	4
1381	809	8	M	7
1382	171	12	F	12
1383	2261	9	M	13
1384	1554	10	F	5
1385	1596	8	F	6
1386	1624	11	F	2
1387	27	14	F	7
1388	1014	12	F	14
1389	1092	8	F	14
1390	2838	7	F	10
1391	408	7	F	4
1392	1133	13	F	3
1393	74	14	M	14
1394	2626	10	F	6
1395	680	9	F	15
1396	1392	10	F	8
1397	2834	10	M	5
1398	849	10	M	3
1399	870	14	M	3
1400	237	10	M	13
1401	2775	11	M	2
1402	2426	14	M	1
1403	2709	11	F	12
1404	2878	14	M	8
1405	906	13	M	19
1406	2424	8	M	9
1407	619	7	M	14
1408	2701	10	M	18
1409	3148	13	F	10
1410	1033	8	F	9
1411	2244	7	M	6
1412	2855	12	F	1
1413	2941	9	M	5
1414	1314	11	F	10
1415	3133	12	F	13
1416	2985	14	M	4
1417	847	7	M	1
1418	2866	12	M	2
1419	1924	9	F	4
1420	2612	13	F	17
1421	634	7	M	10
1422	2727	12	M	12
1423	1018	11	F	2
1424	8	11	M	3
1425	1393	8	F	14
1426	1069	12	F	15
1427	2392	10	M	13
1428	1781	12	F	9
1429	2844	13	F	2
1430	1643	7	F	19
1431	3099	7	F	16
1432	1217	13	M	11
1433	849	12	F	12
1434	1381	13	M	1
1435	62	9	F	2
1436	1086	14	M	16
1437	2470	13	F	2
1438	1818	11	F	19
1439	633	13	M	10
1440	792	7	F	19
1441	2599	11	M	10
1442	1301	7	F	16
1443	2654	8	M	13
1444	1455	10	M	16
1445	1139	7	F	18
1446	1712	11	F	8
1447	3193	8	F	18
1448	525	7	F	13
1449	2021	9	F	7
1450	899	13	F	18
1451	2211	10	F	6
1452	787	7	F	9
1453	2958	8	F	6
1454	3030	9	M	18
1455	1361	12	M	17
1456	2427	8	M	12
1457	173	13	F	3
1458	1000	8	M	5
1459	1811	9	F	7
1460	64	8	F	10
1461	3173	9	F	10
1462	1346	7	F	19
1463	975	14	M	4
1464	66	9	M	10
1465	1867	9	M	18
1466	1623	10	F	3
1467	458	9	F	3
1468	1603	9	M	5
1469	2501	12	F	16
1470	3331	14	M	20
1471	1958	7	M	13
1472	1741	13	M	11
1473	1450	10	F	13
1474	3027	12	M	19
1475	1960	11	F	6
1476	2226	14	M	13
1477	1955	7	F	4
1478	280	7	F	5
1479	2392	11	M	19
1480	1041	13	F	5
1481	2344	9	F	14
1482	2250	12	F	4
1483	962	8	M	12
1484	2732	10	F	6
1485	1943	8	M	19
1486	1218	11	M	10
1487	3221	7	F	1
1488	375	13	M	16
1489	1912	7	M	4
1490	35	10	M	9
1491	1393	7	M	18
1492	2077	7	M	17
1493	775	10	F	15
1494	221	12	F	19
1495	2101	12	M	7
1496	2839	10	M	18
1497	2124	13	F	6
1498	494	11	F	19
1499	1712	14	F	12
1500	2165	7	M	3
1501	280	13	M	1
1502	3247	7	F	5
1503	746	14	M	1
1504	2997	11	F	8
1505	2812	12	F	7
1506	2343	13	M	15
1507	3066	9	F	11
1508	1475	9	F	18
1509	1858	14	F	14
1510	1542	9	F	9
1511	3093	12	F	5
1512	1097	14	M	4
1513	2890	12	F	12
1514	1060	11	M	1
1515	1923	7	M	13
1516	3305	11	F	1
1517	2006	11	F	3
1518	497	12	F	8
1519	2254	14	M	18
1520	2474	14	M	16
1521	44	9	M	20
1522	3163	8	F	20
1523	1852	7	F	16
1524	2653	12	F	2
1525	454	9	F	17
1526	595	13	F	10
1527	1357	8	M	7
1528	507	8	M	10
1529	794	12	M	19
1530	21	10	F	20
1531	3300	7	F	9
1532	1400	8	M	17
1533	3202	12	F	9
1534	2668	12	M	9
1535	2462	9	F	5
1536	1095	13	F	7
1537	1428	10	F	11
1538	1586	7	F	8
1539	1815	14	M	14
1540	1421	11	F	2
1541	337	13	M	10
1542	1668	13	M	16
1543	910	9	M	16
1544	276	14	M	19
1545	892	8	M	11
1546	13	8	F	6
1547	1027	9	M	6
1548	3026	12	M	7
1549	3296	8	M	16
1550	974	10	M	13
1551	175	7	M	3
1552	1409	13	F	9
1553	1626	13	M	3
1554	1944	10	F	6
1555	2289	14	M	17
1556	547	8	F	3
1557	2062	13	F	2
1558	1219	11	F	12
1559	1421	14	F	6
1560	1455	7	F	10
1561	2773	7	F	11
1562	1434	13	F	16
1563	3	9	M	16
1564	2739	14	F	18
1565	1843	13	M	9
1566	747	9	M	19
1567	2817	13	M	2
1568	872	11	F	1
1569	495	14	M	16
1570	2465	12	F	18
1571	1415	7	F	3
1572	628	13	F	1
1573	1076	11	M	6
1574	3069	9	M	19
1575	142	9	F	19
1576	3158	7	F	11
1577	1488	10	F	8
1578	46	13	F	5
1579	2892	14	M	20
1580	3057	8	M	9
1581	3310	9	M	15
1582	2058	14	M	14
1583	664	14	M	4
1584	573	12	F	8
1585	2030	14	F	20
1586	1554	14	M	17
1587	1622	12	F	2
1588	2697	9	M	20
1589	913	14	F	16
1590	640	10	F	10
1591	2664	10	F	2
1592	2746	11	M	11
1593	909	12	M	10
1594	2226	11	M	19
1595	869	12	F	14
1596	1030	13	F	11
1597	853	13	F	9
1598	307	14	F	7
1599	2596	8	F	15
1600	2375	13	M	20
1601	1817	8	M	17
1602	395	13	F	3
1603	2348	7	M	15
1604	749	13	F	14
1605	2333	11	F	8
1606	330	9	M	4
1607	2098	14	F	10
1608	2032	11	M	2
1609	773	9	M	14
1610	1646	10	M	8
1611	1733	11	F	10
1612	378	10	M	18
1613	1788	8	F	15
1614	1624	8	F	5
1615	1000	7	F	13
1616	1849	13	F	18
1617	1562	11	F	2
1618	774	10	F	13
1619	3216	9	F	14
1620	1084	8	F	10
1621	2916	13	M	4
1622	1804	8	M	15
1623	1099	9	F	8
1624	2051	13	F	15
1625	1599	13	M	14
1626	748	10	M	9
1627	1472	10	M	20
1628	1765	11	M	3
1629	2323	11	M	15
1630	1554	12	M	17
1631	1616	14	F	16
1632	2263	12	M	4
1633	1509	7	M	11
1634	329	8	M	8
1635	2303	11	M	3
1636	1411	10	F	19
1637	126	9	F	14
1638	767	10	F	9
1639	1574	8	F	3
1640	1228	12	F	4
1641	1196	10	F	4
1642	1759	14	F	11
1643	217	7	F	19
1644	3317	8	M	16
1645	1360	12	M	17
1646	1322	14	F	10
1647	832	9	F	17
1648	182	12	F	16
1649	334	13	M	20
1650	511	14	F	6
1651	383	14	F	7
1652	1897	7	F	14
1653	3271	8	F	11
1654	332	9	M	12
1655	1189	7	F	14
1656	1266	12	M	5
1657	900	7	M	5
1658	642	14	F	20
1659	1251	8	M	15
1660	634	11	F	1
1661	2499	7	M	9
1662	196	13	F	3
1663	1894	7	M	4
1664	3276	12	M	16
1665	458	12	F	7
1666	830	9	M	14
1667	2305	12	F	16
1668	2057	10	F	18
1669	2809	8	M	16
1670	2997	8	F	16
1671	1225	11	F	2
1672	3131	11	F	10
1673	887	8	F	7
1674	393	13	M	15
1675	1676	11	M	9
1676	3191	9	M	7
1677	2447	12	F	16
1678	2379	8	M	3
1679	2528	14	M	17
1680	2182	11	M	8
1681	916	8	F	2
1682	935	10	M	20
1683	355	7	F	3
1684	2632	12	M	8
1685	1522	8	M	2
1686	2673	7	F	19
1687	3179	11	M	17
1688	2338	7	F	5
1689	2873	12	F	20
1690	629	8	M	17
1691	3067	10	F	10
1692	2680	13	F	9
1693	1171	11	F	6
1694	327	8	F	11
1695	1439	12	M	2
1696	2258	11	F	12
1697	1422	9	F	12
1698	1127	7	M	16
1699	2684	13	M	12
1700	1781	12	M	18
1701	1532	9	F	13
1702	1915	14	F	15
1703	2916	8	F	16
1704	1233	10	F	4
1705	1957	11	M	12
1706	2476	7	M	17
1707	393	11	F	1
1708	826	13	F	18
1709	2964	8	F	16
1710	3181	11	F	1
1711	1913	7	M	10
1712	2396	8	M	19
1713	50	11	M	16
1714	2964	10	M	14
1715	3177	12	F	2
1716	1397	8	M	6
1717	1051	12	F	5
1718	3016	14	M	12
1719	800	8	M	4
1720	1793	10	F	4
1721	3065	12	M	5
1722	2697	9	M	7
1723	1364	7	M	6
1724	2349	9	M	13
1725	1566	11	F	4
1726	2214	10	M	13
1727	2364	9	M	4
1728	1	8	M	10
1729	1020	11	F	20
1730	1285	11	F	1
1731	63	9	M	8
1732	2531	14	M	7
1733	1870	9	M	5
1734	3273	14	F	3
1735	2270	10	M	15
1736	152	7	M	17
1737	644	9	F	13
1738	626	13	F	15
1739	217	14	F	19
1740	196	9	M	20
1741	3274	12	M	14
1742	3043	8	M	13
1743	1015	13	F	12
1744	2695	13	M	9
1745	3306	14	M	3
1746	3213	12	F	11
1747	2756	12	F	10
1748	1522	11	M	1
1749	1579	14	F	17
1750	1081	7	M	13
1751	1528	8	M	14
1752	3214	10	M	1
1753	722	13	F	2
1754	1608	10	M	2
1755	1760	9	F	7
1756	1563	9	F	9
1757	640	10	F	4
1758	2154	9	F	2
1759	165	7	M	19
1760	215	12	F	5
1761	1095	9	M	9
1762	90	11	M	13
1763	1796	9	M	12
1764	2922	8	M	19
1765	1252	7	F	9
1766	1103	8	F	10
1767	608	8	M	19
1768	349	11	M	10
1769	2942	7	M	12
1770	246	7	F	14
1771	272	14	F	8
1772	2031	7	M	16
1773	403	7	M	17
1774	3188	7	M	20
1775	1466	11	F	4
1776	1196	9	M	6
1777	3088	14	F	12
1778	3009	8	F	18
1779	2946	7	F	7
1780	1080	13	M	5
1781	1615	9	F	10
1782	1127	9	F	6
1783	284	8	M	14
1784	517	11	M	6
1785	2666	10	M	14
1786	1302	10	F	12
1787	612	9	F	12
1788	750	12	M	8
1789	1293	12	F	10
1790	1857	8	M	16
1791	400	10	M	20
1792	1527	9	F	8
1793	2025	11	F	9
1794	2134	10	F	13
1795	320	9	F	20
1796	1056	9	M	17
1797	336	7	M	19
1798	2099	11	F	17
1799	3151	7	F	7
1800	174	8	F	1
1801	1642	7	M	20
1802	501	13	M	14
1803	2124	7	F	17
1804	2364	13	M	13
1805	1857	10	M	2
1806	3153	12	M	14
1807	1897	14	M	1
1808	1664	14	F	5
1809	1719	9	F	7
1810	1779	14	F	19
1811	697	13	F	14
1812	3058	11	M	14
1813	732	7	F	15
1814	1095	13	F	5
1815	3017	11	F	5
1816	2902	12	F	2
1817	2714	14	F	18
1818	652	12	M	9
1819	1095	14	F	10
1820	46	7	M	18
1821	1071	8	M	4
1822	1446	7	M	8
1823	2197	10	M	18
1824	2958	13	M	20
1825	3202	9	M	17
1826	456	8	F	16
1827	1663	7	M	18
1828	2925	11	F	7
1829	966	8	M	1
1830	2021	13	M	1
1831	869	14	M	18
1832	1529	8	F	4
1833	2977	14	M	20
1834	3072	13	M	20
1835	1001	7	F	4
1836	774	13	M	6
1837	2292	8	M	3
1838	2522	11	M	6
1839	2430	12	F	13
1840	1127	8	M	7
1841	2537	13	M	4
1842	1061	12	F	1
1843	1678	13	F	6
1844	1544	11	M	5
1845	397	13	M	13
1846	2344	7	M	19
1847	107	9	M	4
1848	2908	14	F	6
1849	954	14	F	13
1850	2578	8	F	5
1851	1849	9	M	13
1852	3155	13	F	10
1853	934	11	F	3
1854	288	8	M	13
1855	706	13	M	12
1856	2044	12	M	4
1857	1485	10	M	10
1858	215	13	M	3
1859	1305	9	M	17
1860	2780	8	F	9
1861	1978	9	M	1
1862	1483	8	M	18
1863	1825	13	F	9
1864	344	7	F	20
1865	194	12	F	9
1866	158	13	F	2
1867	465	14	F	19
1868	2152	9	M	16
1869	2082	10	M	3
1870	3174	10	F	16
1871	2687	11	F	13
1872	1750	8	F	3
1873	2373	9	F	10
1874	2739	11	M	18
1875	592	9	F	6
1876	2189	14	F	6
1877	2522	8	M	18
1878	1055	13	M	6
1879	884	13	M	6
1880	63	10	F	13
1881	1111	13	F	14
1882	304	13	M	7
1883	1085	14	F	13
1884	396	7	F	15
1885	334	10	M	12
1886	2834	11	M	1
1887	411	12	M	3
1888	2332	7	F	18
1889	466	11	M	8
1890	80	8	F	2
1891	2832	7	F	4
1892	1101	14	F	18
1893	1978	11	M	13
1894	733	8	M	15
1895	1818	10	M	2
1896	1564	12	F	10
1897	1385	8	M	2
1898	2125	13	M	12
1899	2557	9	F	5
1900	1188	8	F	12
1901	3081	8	M	1
1902	1199	12	M	2
1903	2510	9	F	16
1904	1612	13	F	2
1905	2293	11	F	16
1906	122	11	M	20
1907	185	8	M	16
1908	32	14	F	6
1909	998	14	M	13
1910	1987	9	M	12
1911	2810	9	M	10
1912	569	13	F	5
1913	2358	12	M	8
1914	1396	10	F	6
1915	1680	11	M	5
1916	830	12	F	20
1917	1620	7	F	6
1918	3040	11	M	17
1919	1080	12	M	6
1920	791	11	F	17
1921	2512	10	F	5
1922	2726	7	M	17
1923	3027	14	F	17
1924	2718	14	F	13
1925	3321	10	M	7
1926	2746	13	M	6
1927	994	7	M	14
1928	78	8	M	16
1929	2582	12	F	3
1930	108	7	M	9
1931	1297	13	M	15
1932	2812	13	M	18
1933	2063	10	M	10
1934	370	11	F	10
1935	2253	7	F	3
1936	2005	12	M	1
1937	3185	7	M	3
1938	1704	9	M	5
1939	2913	11	M	7
1940	3325	12	F	3
1941	441	14	F	4
1942	3258	12	F	17
1943	2907	8	F	3
1944	227	10	M	4
1945	2576	8	F	2
1946	2402	12	F	14
1947	623	11	M	5
1948	1025	7	F	2
1949	1577	14	F	15
1950	2975	7	F	11
1951	1644	11	M	10
1952	1185	12	M	20
1953	161	13	M	1
1954	871	7	M	19
1955	3200	13	F	14
1956	1746	7	F	14
1957	1175	7	M	1
1958	444	14	M	9
1959	1791	10	M	17
1960	1495	10	F	14
1961	463	9	F	13
1962	3102	8	M	13
1963	473	11	M	6
1964	2605	11	M	7
1965	80	11	M	2
1966	1063	9	M	8
1967	240	10	M	6
1968	557	12	M	3
1969	590	13	M	18
1970	1361	14	F	18
1971	1885	13	M	6
1972	1976	12	F	11
1973	1304	14	M	3
1974	1140	9	F	16
1975	2317	12	M	5
1976	1940	11	M	2
1977	335	8	F	15
1978	312	7	M	16
1979	1077	13	F	7
1980	3140	10	F	16
1981	2742	10	F	4
1982	34	9	M	16
1983	1842	14	F	17
1984	386	10	M	2
1985	249	11	F	16
1986	1135	13	M	4
1987	3166	12	F	7
1988	1434	11	F	18
1989	1203	9	M	6
1990	3119	11	M	18
1991	794	12	M	7
1992	852	8	M	2
1993	2922	9	M	19
1994	376	8	M	9
1995	724	7	M	4
1996	1611	8	M	14
1997	1914	7	M	5
1998	202	7	F	7
1999	2493	8	F	8
2000	1943	9	F	15
2001	2345	14	F	19
2002	1332	12	M	11
2003	493	11	F	20
2004	338	11	F	4
2005	1969	12	F	18
2006	2971	13	M	14
2007	1866	13	M	6
2008	3138	7	F	16
2009	792	7	F	18
2010	1517	9	F	1
2011	2023	10	M	8
2012	3010	8	F	1
2013	2365	7	F	1
2014	942	11	M	19
2015	2674	9	F	10
2016	2123	8	F	18
2017	2987	9	F	12
2018	59	8	F	17
2019	2434	8	F	1
2020	2063	12	F	8
2021	1255	7	F	10
2022	2247	14	F	10
2023	1378	9	M	18
2024	35	14	F	9
2025	162	9	F	2
2026	3030	12	F	3
2027	2847	11	M	2
2028	895	14	F	6
2029	471	11	M	12
2030	2579	13	F	19
2031	2840	7	M	15
2032	2900	7	M	19
2033	1447	10	M	12
2034	348	12	F	18
2035	694	11	F	16
2036	935	8	M	2
2037	913	9	F	11
2038	147	7	M	12
2039	1712	14	F	5
2040	675	9	F	6
2041	1440	9	M	11
2042	2735	10	M	10
2043	1518	11	F	4
2044	1280	7	M	9
2045	3008	9	M	12
2046	686	7	F	10
2047	1127	8	M	14
2048	121	10	F	5
2049	2467	8	F	1
2050	2398	7	M	5
2051	42	13	M	16
2052	29	14	M	5
2053	966	7	F	5
2054	1916	11	M	18
2055	2833	9	F	6
2056	2001	9	M	18
2057	2062	8	M	10
2058	920	14	F	15
2059	818	10	M	11
2060	2873	13	M	19
2061	1509	12	F	13
2062	1213	14	M	20
2063	872	9	M	3
2064	295	11	F	16
2065	3255	14	M	7
2066	864	8	M	12
2067	2596	8	F	15
2068	3109	12	M	8
2069	3056	11	M	17
2070	1038	10	M	1
2071	2683	14	F	8
2072	595	11	M	14
2073	1183	10	F	10
2074	1518	11	M	19
2075	1353	11	M	8
2076	614	7	M	19
2077	1873	8	M	4
2078	3155	14	M	10
2079	1604	11	M	3
2080	1584	14	M	4
2081	1593	12	M	16
2082	3094	11	M	4
2083	1156	9	F	20
2084	465	8	M	20
2085	1480	9	F	13
2086	3003	14	F	17
2087	2978	14	M	16
2088	1291	8	F	17
2089	2847	14	F	6
2090	2443	9	F	3
2091	3192	11	F	20
2092	2294	11	M	4
2093	568	7	F	8
2094	38	12	M	20
2095	245	14	F	9
2096	21	9	F	1
2097	1134	14	F	13
2098	1630	14	M	2
2099	394	10	M	10
2100	1434	7	M	19
2101	987	9	M	17
2102	1672	9	F	13
2103	2056	14	M	14
2104	2376	7	F	11
2105	1911	11	M	10
2106	290	9	F	7
2107	1787	11	F	10
2108	2559	7	M	1
2109	912	11	F	14
2110	361	8	F	3
2111	1623	10	F	13
2112	2764	13	F	2
2113	219	9	F	17
2114	2454	12	M	3
2115	2016	10	M	15
2116	2041	13	F	8
2117	2045	11	F	6
2118	2801	9	M	9
2119	2971	11	M	11
2120	832	8	M	2
2121	1794	7	F	9
2122	1792	9	F	18
2123	2842	13	M	19
2124	1244	13	M	18
2125	595	8	M	5
2126	2155	8	F	18
2127	581	14	F	12
2128	2657	9	F	4
2129	1748	11	M	15
2130	2056	12	F	11
2131	2854	13	M	19
2132	2237	13	M	5
2133	81	8	M	6
2134	2156	10	F	13
2135	1345	8	F	10
2136	1603	12	F	14
2137	2734	11	F	4
2138	346	11	F	20
2139	1887	10	F	12
2140	2376	13	M	15
2141	555	8	M	10
2142	302	14	F	11
2143	200	11	F	9
2144	2941	12	F	11
2145	1063	9	M	2
2146	307	7	F	13
2147	3076	7	M	8
2148	1657	7	F	8
2149	1872	14	M	1
2150	3149	13	M	6
2151	2516	8	F	13
2152	2227	10	M	9
2153	2693	14	M	6
2154	1847	14	M	15
2155	1765	11	M	16
2156	276	9	F	4
2157	1176	14	M	17
2158	3236	12	M	9
2159	1402	9	M	12
2160	2669	12	F	19
2161	638	13	F	20
2162	1776	8	M	12
2163	930	7	F	6
2164	1881	14	F	12
2165	183	8	F	9
2166	1845	13	F	20
2167	72	10	F	5
2168	3291	10	F	3
2169	2767	13	F	2
2170	3245	12	M	8
2171	1677	11	M	10
2172	1296	11	M	15
2173	2774	12	F	9
2174	2317	10	M	10
2175	1044	10	F	11
2176	2626	14	F	9
2177	3043	10	M	14
2178	815	8	M	5
2179	1527	10	M	9
2180	2195	9	M	4
2181	3237	14	F	2
2182	2938	7	M	19
2183	310	10	M	1
2184	2566	12	F	1
2185	2062	7	F	12
2186	132	8	F	11
2187	1878	12	F	1
2188	2803	7	F	14
2189	2487	12	M	11
2190	2791	8	M	7
2191	740	14	F	2
2192	795	9	M	15
2193	2311	8	F	8
2194	2691	8	M	20
2195	3297	12	M	15
2196	258	14	M	8
2197	1258	13	M	10
2198	2457	11	M	19
2199	1852	10	F	3
2200	975	10	M	20
2201	1048	9	M	14
2202	271	9	M	9
2203	1119	10	M	9
2204	142	11	F	6
2205	902	10	F	8
2206	3022	13	F	11
2207	3153	11	M	8
2208	274	9	F	12
2209	2324	7	F	10
2210	465	12	F	4
2211	1232	13	F	16
2212	1320	13	M	20
2213	3111	14	M	6
2214	288	9	M	9
2215	3196	9	M	5
2216	876	8	F	6
2217	1993	13	M	17
2218	2926	8	M	17
2219	2228	8	M	13
2220	1121	12	F	17
2221	1215	8	F	14
2222	3146	11	F	2
2223	447	10	M	19
2224	2833	7	M	3
2225	2609	9	M	2
2226	2532	11	M	2
2227	2897	7	F	7
2228	722	13	M	4
2229	2164	13	F	17
2230	2583	13	F	6
2231	3170	11	M	7
2232	1352	11	F	20
2233	407	9	M	6
2234	1726	10	M	9
2235	694	14	M	20
2236	3220	8	M	4
2237	495	13	F	5
2238	948	12	F	19
2239	23	10	M	10
2240	1129	12	F	18
2241	1699	9	F	15
2242	558	9	F	1
2243	1617	9	M	5
2244	941	7	M	5
2245	1246	12	M	8
2246	2903	10	F	20
2247	3087	14	M	15
2248	2939	10	M	17
2249	1657	11	M	19
2250	78	11	M	13
2251	1346	13	M	10
2252	807	14	M	17
2253	3313	11	F	5
2254	1042	9	M	18
2255	768	10	F	17
2256	454	12	M	4
2257	2976	9	F	7
2258	2325	7	F	5
2259	1448	11	F	8
2260	1500	9	M	8
2261	1051	9	M	11
2262	2562	7	F	9
2263	1889	8	F	19
2264	2512	10	M	19
2265	2855	12	M	9
2266	2872	13	M	20
2267	363	8	F	17
2268	2799	11	F	16
2269	525	9	F	7
2270	3256	14	F	3
2271	1218	7	F	19
2272	1486	7	M	8
2273	2104	14	F	5
2274	1254	10	F	6
2275	2537	8	M	2
2276	3100	13	M	19
2277	1856	10	M	13
2278	722	14	F	6
2279	1984	9	M	6
2280	1208	14	F	2
2281	1449	10	M	5
2282	1399	12	F	11
2283	2089	7	F	11
2284	1508	7	M	14
2285	1004	11	F	13
2286	2308	11	M	8
2287	2489	14	F	15
2288	926	13	F	12
2289	856	9	F	3
2290	84	12	M	5
2291	2094	8	F	6
2292	2488	10	M	2
2293	1543	13	F	8
2294	986	9	F	5
2295	1869	11	M	17
2296	136	14	M	2
2297	1207	10	F	11
2298	1733	11	F	4
2299	1196	14	F	11
2300	909	10	F	9
2301	2909	8	F	6
2302	2836	9	F	2
2303	590	10	M	15
2304	1952	12	F	5
2305	956	13	M	12
2306	2738	7	F	13
2307	2587	12	F	17
2308	1144	12	M	4
2309	1332	13	F	10
2310	2756	7	F	1
2311	1554	12	M	11
2312	2343	10	F	16
2313	1807	10	M	11
2314	2101	10	F	9
2315	806	7	F	2
2316	1456	12	M	7
2317	52	14	M	19
2318	2776	7	F	18
2319	72	10	M	20
2320	28	13	M	7
2321	469	12	M	9
2322	764	12	F	12
2323	2934	11	M	3
2324	2960	11	M	16
2325	2595	8	M	7
2326	1425	14	M	5
2327	2249	14	M	7
2328	820	9	F	19
2329	1490	14	F	17
2330	1676	11	F	16
2331	560	7	F	19
2332	379	14	F	18
2333	1919	11	M	19
2334	3249	8	M	4
2335	1076	12	F	1
2336	79	14	M	4
2337	1409	8	M	4
2338	834	12	M	9
2339	1032	13	F	8
2340	3286	13	M	2
2341	2073	12	M	6
2342	450	14	F	11
2343	2816	9	F	4
2344	2803	11	M	14
2345	1993	7	M	9
2346	1485	7	F	2
2347	2246	10	F	1
2348	3166	12	M	4
2349	1743	7	M	12
2350	1971	14	F	5
2351	2485	9	M	9
2352	1551	12	F	4
2353	690	9	F	16
2354	1991	14	F	2
2355	1402	7	M	16
2356	587	7	M	16
2357	2152	10	F	11
2358	1830	7	F	1
2359	1986	12	F	15
2360	627	14	F	4
2361	2032	13	M	18
2362	3111	14	F	17
2363	2506	12	F	7
2364	364	12	F	18
2365	2183	10	M	13
2366	374	10	F	20
2367	3304	7	F	20
2368	2087	8	F	10
2369	1988	14	F	1
2370	2867	14	F	2
2371	2095	8	M	17
2372	2084	10	M	3
2373	2143	7	M	17
2374	3033	8	F	12
2375	1385	7	F	12
2376	1549	7	M	20
2377	1170	7	F	10
2378	1941	11	M	7
2379	368	12	F	10
2380	65	7	M	18
2381	3300	11	M	6
2382	754	10	F	7
2383	1544	8	F	17
2384	2036	12	M	12
2385	2864	13	M	17
2386	1877	8	F	18
2387	1579	12	M	14
2388	756	13	F	11
2389	2229	8	M	2
2390	1525	12	F	1
2391	597	8	F	11
2392	3227	8	F	2
2393	2835	13	M	16
2394	2675	8	F	3
2395	1835	8	F	20
2396	3171	13	F	1
2397	2664	10	M	20
2398	1396	7	F	8
2399	1587	14	F	19
2400	112	9	F	1
2401	453	11	F	5
2402	2804	9	F	1
2403	3241	9	M	11
2404	2632	12	F	9
2405	2187	7	F	5
2406	1872	12	M	2
2407	2279	7	M	13
2408	1263	13	M	18
2409	3032	13	M	12
2410	253	14	F	14
2411	2005	7	M	5
2412	1460	8	F	10
2413	1943	10	M	20
2414	2609	14	M	2
2415	1327	14	F	4
2416	2120	8	M	12
2417	1858	10	M	11
2418	2270	12	F	4
2419	1101	10	M	11
2420	62	12	M	9
2421	1495	13	M	10
2422	1181	9	F	6
2423	806	13	F	15
2424	2173	13	F	10
2425	2789	9	F	6
2426	1876	10	F	1
2427	2209	14	M	20
2428	541	10	F	4
2429	626	12	M	14
2430	1615	8	F	20
2431	106	12	M	20
2432	1155	8	F	8
2433	1709	13	F	11
2434	2824	9	M	15
2435	1909	13	M	19
2436	2050	7	M	8
2437	2281	10	M	13
2438	369	8	F	18
2439	1275	12	M	17
2440	946	9	M	6
2441	3180	8	F	15
2442	2228	12	M	13
2443	293	10	M	18
2444	584	13	M	11
2445	2843	10	F	13
2446	2223	11	M	1
2447	2171	7	F	18
2448	2275	11	M	5
2449	2492	9	F	6
2450	2476	8	F	1
2451	3155	9	M	7
2452	765	13	M	4
2453	2680	12	M	9
2454	2113	10	M	15
2455	1305	11	M	6
2456	1415	14	M	17
2457	428	11	F	20
2458	2666	13	F	18
2459	2973	11	M	4
2460	2015	13	F	9
2461	2860	14	M	14
2462	107	9	M	3
2463	659	10	F	1
2464	1183	8	M	11
2465	2313	12	F	1
2466	1226	8	M	12
2467	155	9	F	9
2468	3085	12	M	5
2469	896	11	F	15
2470	1522	14	F	18
2471	1621	14	M	9
